Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Payment_Mode,Ship_Mode,Delivery_Days,Return_Status
O0276,2025-12-13,C027,P014,5,916,0.05,4351.0,3297.6,1053.4,UPI,Standard,1,No
O0277,2025-03-31,C070,P006,2,606,0.1,1090.8,872.64,218.16,Card,Standard,2,No
O0278,2025-06-27,C053,P003,2,701,0.1,1261.8,1009.44,252.36,Card,Standard,6,No
O0279,2025-12-10,C062,P008,2,56,0.15 ,95.2,80.64,14.56,Card,Express,6,No
O0280,10/03/2025,C019,P019,5,296,0.1,1332.0,1065.6,266.4,Cash,Standard,5,No
O0281,2025-03-28,C020,P020,4,909,0.15 ,3090.6,2617.92,472.68,Card,Standard,6,No
O0282,2025-01-07,C047,P016,2,94,0,188.0,135.36,52.64,UPI,Express,2,Yes
O0283,2025-12-26,C040,P015,1,215,0.1,193.5,154.8,38.7,UPI,Express,5,No
O0284,2025-05-29,C022,P018,1,96,0,96.0,69.12,26.88,UPI,Express,1,No
O0285,2025-10-16,C034,P004,4,494,0.15 ,1679.6,1422.72,256.88,Card,Express,1,No
O0286,2025-02-16,C037,P021,5,798,0.1,3591.0,2872.8,718.2,Cash,Standard,1,Yes
O0287,2025-01-15,C004,P025,4,909,0.05,3454.2,2617.92,-66.3,Card,Standard,1,No
O0288,2025-11-12,C042,P013,2,712,0.1,1281.6,1025.28,256.32,UPI,Standard,3,Yes
O0289,2025-10-10,C048,P027,3,295,0,885.0,637.2,247.8,Card,Standard,5,No
O0290,2025-01-26,C028,P016,4,561,0.05,2131.8,1615.68,516.12,UPI,Standard,2,Yes
O0291,2025-03-25,C018,P015,4,141,0,564.0,406.08,157.92,UPI,Express,2,Yes
O0292,2025-07-10,C001,P002,5,925,0.15 ,3931.25,3330.0,601.25,Card,Express,1,Yes
O0293,2025-09-21,C054,P029,3,114,0.15 ,290.7,246.24,44.46,Card,Standard,6,Yes
O0294,2025-07-13,C038,P001,4,873,0.1,3142.8,2514.24,628.56,Cash,Standard,4,Yes
O0295,2025-10-05,C042,P017,4,488,0.05,1854.4,1405.44,448.96,UPI,Standard,7,Yes
O0296,2025-12-13,C043,P020,3,628,0.15 ,1601.4,1356.48,,UPI,Express,6,Yes
O0297,2025-06-03,C044,P017,1,918,0.05,872.1,660.96,211.14,Card,Express,6,Yes
O0298,2025-03-17,C075,P012,5,644,0.15 ,2737.0,2318.4,418.6,UPI,Standard,5,No
O0299,2025-07-22,C034,P004,2,234,0.05,444.6,336.96,107.64,Cash,Standard,2,No
O0300,2025-11-29,C013,P007,5,736,0.1,3312.0,2649.6,662.4, Card ,standard,2,No
O0301,2025-04-26,C070,P019,1,803,0,803.0,578.16,224.84,UPI,Standard,7,No
O0302,2025-03-10,C065,P018,5,781,0,3905.0,2811.6,1093.4,Cash,Standard,4,No
O0303,2025-10-06,C022,P005,2,626,0.15 ,1064.2,901.44,162.76,Card,Standard,3,Yes
O0304,2025-07-27,C031,P002,3,92,0,276.0,198.72,77.28,Cash,Standard,4,No
O0305,2025-03-03,C018,P014,1,686,0.05,651.7,493.92,157.78,Cash,Standard,6,No
O0306,2025-03-28,C047,P024,3,873,0,2619.0,1885.68,733.32,UPI,Standard,2,No
O0307,2025-09-20,C068,P005,3,789,0.15 ,2011.95,1704.24,307.71,Card,Express,1,No
O0308,2025-10-09,C042,P026,5,165,0,825.0,594.0,231.0,Cash,Standard,3,No
O0309,2025-04-09,C058,P001,5,500,0,2500.0,1800.0,700.0,Card,Express,1,Yes
O0310,2025-05-13,C024,P005,5,346,0.15 ,1470.5,1245.6,224.9,Card,Express,5,No
O0311,2025-08-16,C002,P001,3,204,0.15 ,520.2,440.64,79.56,Cash,Express,7,Yes
O0312,2025-01-19,C010,P006,5,887,0.15 ,3769.75,3193.2,576.55,UPI,Standard,6,No
O0313,2025-07-21,C030,P028,5,579,0,2895.0,2084.4,810.6,UPI,Express,5,Yes
O0314,2025-06-09,C017,P019,5,94,0.05,446.5,338.4,108.1,Card,Express,6,No
O0315,2025-06-19,C074,P015,4,412,0.1,1483.2,1186.56,296.64,Card,Express,5,No
O0316,2025-06-20,C030,P001,2,520,0,1040.0,748.8,291.2,Cash,Standard,6,Yes
O0317,2025-05-20,C050,P009,1,562,0.1,505.8,404.64,101.16,UPI,Standard,6,Yes
O0318,2025-10-15,C013,P028,2,842,0.15 ,1431.4,1212.48,218.92,Cash,Standard,3,No
O0319,2025-05-02,C019,P022,1,361,0.1,324.9,259.92,64.98,Cash,Express,5,Yes
O0320,29/06/2025,C071,P023,4,392,0,1568.0,1128.96,439.04,Cash,Express,6,No
O0321,2025-09-04,C065,P012,2,878,0.05,1668.2,1264.32,403.88,UPI,Standard,2,Yes
O0322,2025-01-04,C059,P013,4,455,0.1,1638.0,1310.4,327.6,Card,Standard,2,No
O0323,2025-06-07,C033,P024,5,614,0.1,2763.0,2210.4,552.6,Card,Standard,5,Yes
O0324,2025-10-27,C023,P010,5,411,0.15 ,1746.75,1479.6,267.15,UPI,Express,6,Yes
O0325,2025-09-06,C041,P029,2,332,0.1,597.6,478.08,119.52, Card ,Standard,7,Yes
O0326,2025-11-17,C035,P008,1,273,0,273.0,196.56,76.44,UPI,Express,2,No
O0327,2025-09-14,C013,P007,2,801,0,1602.0,1153.44,448.56,Card,Standard,1,Yes
O0328,2025-10-22,C044,P024,2,55,0.05,104.5,79.2,-61.42,Cash,Standard,6,No
O0329,2025-01-15,C028,P011,3,938,0,2814.0,2026.08,787.92,Cash,Express,4,No
O0330,2025-03-31,C008,P028,4,865,0,3460.0,2491.2,968.8,Card,standard,7,No
O0331,2025-11-03,C052,P009,4,944,0,3776.0,2718.72,1057.28,Card,Express,5,No
O0332,2025-01-29,C054,P020,3,210,0,630.0,453.6,176.4,Card,Standard,2,Yes
O0333,2025-09-29,C012,P012,3,483,0.1,1304.1,1043.28,,Cash,Standard,6,No
O0334,2025-04-28,C080,P009,4,831,0,3324.0,2393.28,930.72,Cash,Express,6,No
O0335,2025-10-14,C036,P012,5,592,0.1,2664.0,2131.2,532.8,Card,Express,1,No
O0336,2025-02-21,C047,P005,2,460,0,920.0,662.4,257.6,Card,Standard,1,Yes
O0337,2025-10-06,C065,P007,5,846,0.05,4018.5,3045.6,972.9,UPI,Express,6,Yes
O0338,2025-04-01,C021,P017,1,409,0.05,388.55,294.48,94.07,UPI,Express,2,No
O0339,2025-07-19,C059,P007,3,858,0,2574.0,1853.28,720.72,Card,Standard,1,No
O0340,2025-12-12,C045,P002,2,627,0.15 ,1065.9,902.88,163.02,UPI,Express,6,Yes
O0341,2025-01-16,C033,P001,3,776,0.15 ,1978.8,1676.16,302.64,Card,Standard,3,Yes
O0342,2025-06-16,C055,P021,3,355,0.15 ,905.25,766.8,138.45,Card,Standard,4,No
O0343,2025-03-11,C039,P010,1,389,0,389.0,280.08,108.92,UPI,Standard,2,No
O0344,2025-12-16,C079,P020,4,267,0,1068.0,768.96,299.04,Card,Express,1,No
O0345,2025-04-04,C056,P028,2,354,0,708.0,509.76,198.24,Card,Standard,1,Yes
O0346,2025-06-04,C020,P017,3,149,0.05,424.65,321.84,102.81,UPI,Express,1,No
O0347,2025-06-23,C051,P029,3,966,0,2898.0,2086.56,811.44,Cash,Standard,2,Yes
O0348,2025-01-20,C018,P017,5,287,0.15 ,1219.75,1033.2,186.55,Cash,Standard,6,Yes
O0349,2025-01-25,C041,P003,1,173,0.15 ,147.05,124.56,22.49,Card,Express,1,Yes
O0350,2025-04-25,C070,P005,5,562,0,2810.0,2023.2,786.8, Card ,Express,7,No
O0351,2025-02-09,C045,P007,2,798,0,1596.0,1149.12,446.88,UPI,Standard,1,No
O0352,2025-05-18,C009,P005,1,251,0,251.0,180.72,70.28,UPI,Express,3,Yes
O0353,2025-06-16,C006,P021,4,607,0.1,2185.2,1748.16,437.04,Cash,Express,6,No
O0354,2025-05-18,C052,P014,3,602,0.15 ,1535.1,1300.32,234.78,UPI,Standard,4,No
O0355,2025-07-29,C019,P029,1,294,0.1,264.6,211.68,52.92,Cash,Express,2,Yes
O0356,2025-12-06,C015,P003,5,852,0,4260.0,3067.2,1192.8,Cash,Standard,4,No
O0357,2025-12-17,C057,P018,3,516,0,1548.0,1114.56,433.44,UPI,Express,5,No
O0358,2025-10-31,C070,P013,2,894,0.15 ,1519.8,1287.36,232.44,UPI,Standard,4,No
O0359,2025-11-10,C042,P003,5,730,0.05,3467.5,2628.0,839.5,Cash,Express,3,No
O0360,28/06/2025,C067,P019,4,634,0.05,2409.2,1825.92,583.28,Card,standard,7,No
O0361,2025-09-26,C027,P017,2,882,0.1,1587.6,1270.08,317.52,Card,Standard,2,No
O0362,2025-04-01,C006,P011,4,420,0.15 ,1428.0,1209.6,218.4,Card,Express,2,No
O0363,2025-07-12,C014,P012,3,728,0.1,1965.6,1572.48,393.12,UPI,Standard,3,No
O0364,2025-05-29,C058,P023,1,510,0.15 ,433.5,367.2,66.3,Cash,Standard,7,Yes
O0365,2025-01-04,C017,P012,4,583,0.05,2215.4,1679.04,536.36,Cash,Express,5,No
O0366,2025-07-15,C033,P001,5,255,0,1275.0,918.0,357.0,Cash,Express,1,Yes
O0367,2025-06-06,C070,P009,3,311,0.05,886.35,671.76,214.59,UPI,Express,1,No
O0368,2025-02-15,C026,P005,4,861,0.1,3099.6,2479.68,619.92,Cash,Express,1,No
O0369,2025-07-12,C047,P002,3,467,0.15 ,1190.85,1008.72,-133.16,UPI,Express,2,No
O0370,2025-10-24,C017,P030,5,246,0.1,1107.0,885.6,,Card,Standard,3,Yes
O0371,2025-02-10,C058,P013,4,588,0.15 ,1999.2,1693.44,305.76,UPI,Standard,1,No
O0372,2025-08-25,C056,P014,4,230,0,920.0,662.4,257.6,UPI,Express,4,Yes
O0373,2025-09-20,C002,P022,2,808,0.05,1535.2,1163.52,371.68,UPI,Standard,6,No
O0374,2025-10-11,C043,P025,4,838,0.15 ,2849.2,2413.44,435.76,Card,Standard,2,Yes
O0375,2025-10-20,C002,P004,4,140,0.05,532.0,403.2,128.8, Card ,Express,1,Yes
O0376,2025-12-31,C043,P016,1,613,0.15 ,521.05,441.36,79.69,Cash,Standard,4,Yes
O0377,2025-11-17,C019,P011,3,244,0,732.0,527.04,204.96,Card,Express,5,No
O0378,2025-02-14,C041,P013,3,729,0.1,1968.3,1574.64,393.66,Cash,Express,5,No
O0379,2025-12-15,C007,P010,3,304,0.15 ,775.2,656.64,118.56,UPI,Express,3,Yes
O0380,2025-03-09,C007,P007,5,717,0.1,3226.5,2581.2,645.3,UPI,Express,6,Yes
O0381,2025-07-07,C044,P007,4,991,0,3964.0,2854.08,1109.92,Cash,Express,1,Yes
O0382,2025-07-29,C073,P027,3,86,0.1,232.2,185.76,46.44,Card,Express,3,Yes
O0383,2025-12-30,C027,P026,5,675,0.15 ,2868.75,2430.0,438.75,UPI,Express,2,Yes
O0384,2025-01-30,C024,P014,1,100,0.05,95.0,72.0,23.0,Card,Express,2,Yes
O0385,2025-10-15,C022,P016,2,740,0.1,1332.0,1065.6,266.4,Card,Standard,2,Yes
O0386,2025-09-22,C013,P015,1,256,0,256.0,184.32,71.68,Card,Express,2,No
O0387,2025-12-28,C057,P022,4,208,0,832.0,599.04,232.96,Cash,Standard,1,Yes
O0388,2025-08-17,C038,P025,2,945,0.1,1701.0,1360.8,340.2,Cash,Standard,3,No
O0389,2025-06-16,C071,P027,2,205,0.05,389.5,295.2,94.3,UPI,Standard,3,No
O0390,2025-03-21,C038,P008,5,760,0,3800.0,2736.0,1064.0,Card,standard,2,Yes
O0391,2025-08-09,C043,P022,4,167,0,668.0,480.96,187.04,UPI,Standard,6,Yes
O0392,2025-12-02,C068,P017,1,347,0.15 ,294.95,249.84,45.11,UPI,Standard,7,No
O0393,2025-02-17,C026,P016,3,934,0.1,2521.8,2017.44,504.36,Cash,Standard,2,Yes
O0394,2025-08-29,C035,P025,2,642,0.1,1155.6,924.48,231.12,Card,Standard,1,No
O0395,2025-04-10,C020,P022,3,101,0.05,287.85,218.16,69.69,UPI,Express,4,No
O0396,2025-05-07,C043,P024,3,233,0,699.0,503.28,195.72,UPI,Standard,6,No
O0397,2025-02-18,C071,P004,2,659,0.15 ,1120.3,948.96,171.34,UPI,Standard,1,Yes
O0398,2025-09-20,C075,P004,4,712,0.05,2705.6,2050.56,655.04,UPI,Express,1,No
O0399,2025-12-06,C021,P012,2,728,0,1456.0,1048.32,407.68,UPI,Standard,7,No
O0400,05/06/2025,C020,P009,1,159,0.05,151.05,114.48,36.57, Card ,Standard,4,No
O0401,2025-10-02,C070,P004,3,529,0.05,1507.65,1142.64,365.01,Card,Standard,5,No
O0402,2025-07-07,C026,P010,4,618,0.05,2348.4,1779.84,568.56,Card,Standard,6,Yes
O0403,2025-02-18,C002,P004,1,550,0.05,522.5,396.0,126.5,Cash,Standard,1,Yes
O0404,2025-03-20,C034,P001,4,452,0,1808.0,1301.76,506.24,UPI,Standard,1,Yes
O0405,2025-04-30,C032,P020,5,777,0,3885.0,2797.2,1087.8,Card,Standard,5,No
O0406,2025-02-20,C006,P007,5,841,0.05,3994.75,3027.6,967.15,UPI,Express,1,No
O0407,2025-10-31,C024,P001,3,471,0.15 ,1201.05,1017.36,,Card,Standard,7,Yes
O0408,2025-03-17,C066,P022,2,204,0.1,367.2,293.76,73.44,Card,Standard,2,Yes
O0409,2025-12-18,C043,P023,1,52,0.15 ,44.2,37.44,6.76,Card,Express,5,No
O0410,2025-02-05,C078,P021,1,253,0,253.0,182.16,-170.69,UPI,Standard,6,No
O0411,2025-10-26,C021,P026,4,738,0.15 ,2509.2,2125.44,383.76,Card,Express,7,No
O0412,2025-01-28,C060,P027,5,218,0.15 ,926.5,784.8,141.7,UPI,Express,6,Yes
O0413,2025-02-04,C033,P025,2,295,0.05,560.5,424.8,135.7,Cash,Express,5,Yes
O0414,2025-09-10,C074,P030,1,451,0.15 ,383.35,324.72,58.63,Cash,Express,7,No
O0415,2025-07-27,C012,P008,3,729,0.15 ,1858.95,1574.64,284.31,UPI,Standard,3,No
O0416,2025-11-06,C003,P005,1,949,0.15 ,806.65,683.28,123.37,UPI,Express,5,No
O0417,2025-08-23,C019,P011,5,268,0,1340.0,964.8,375.2,UPI,Express,7,No
O0418,2025-11-14,C005,P010,3,140,0.1,378.0,302.4,75.6,Card,Express,4,Yes
O0419,2025-03-03,C028,P022,1,434,0.05,412.3,312.48,99.82,UPI,Express,3,Yes
O0420,2025-07-05,C022,P008,3,961,0.15 ,2450.55,2075.76,374.79,UPI,standard,3,Yes
O0421,2025-03-25,C051,P017,1,50,0.05,47.5,36.0,11.5,Card,Standard,4,No
O0422,2025-06-30,C013,P018,5,732,0.15 ,3111.0,2635.2,475.8,Card,Express,6,No
O0423,2025-02-08,C066,P020,3,504,0.1,1360.8,1088.64,272.16,UPI,Express,3,No
O0424,2025-09-25,C008,P030,4,555,0.1,1998.0,1598.4,399.6,Cash,Standard,1,Yes
O0425,2025-10-13,C049,P015,3,819,0.05,2334.15,1769.04,565.11, Card ,Express,1,No
O0426,2025-09-05,C018,P001,3,197,0.05,561.45,425.52,135.93,Cash,Standard,4,Yes
O0427,2025-10-29,C036,P021,2,348,0,696.0,501.12,194.88,UPI,Express,6,Yes
O0428,2025-12-13,C049,P016,3,757,0.1,2043.9,1635.12,408.78,UPI,Standard,7,No
O0429,2025-01-25,C069,P012,2,255,0,510.0,367.2,142.8,Card,Express,6,Yes
O0430,2025-12-15,C040,P030,1,651,0.1,585.9,468.72,117.18,UPI,Express,6,Yes
O0431,2025-05-20,C040,P029,4,252,0.1,907.2,725.76,181.44,UPI,Express,1,No
O0432,2025-07-05,C051,P011,4,862,0.15 ,2930.8,2482.56,448.24,UPI,Standard,2,No
O0433,2025-09-14,C053,P021,2,847,0.1,1524.6,1219.68,304.92,Card,Standard,3,No
O0434,2025-12-05,C072,P028,4,820,0,3280.0,2361.6,918.4,UPI,Express,3,No
O0435,2025-09-29,C037,P028,1,315,0.15 ,267.75,226.8,40.95,Card,Standard,5,No
O0436,2025-07-01,C078,P005,3,321,0.05,914.85,693.36,221.49,Card,Standard,7,No
O0437,2025-12-31,C015,P030,3,219,0.05,624.15,473.04,151.11,Cash,Standard,7,No
O0438,2025-07-21,C044,P013,4,561,0.1,2019.6,1615.68,403.92,UPI,Standard,6,Yes
O0439,2025-09-30,C067,P014,3,186,0.05,530.1,401.76,128.34,UPI,Standard,4,Yes
O0440,15/09/2025,C001,P028,5,733,0.05,3481.75,2638.8,842.95,Cash,Express,4,Yes
O0441,2025-10-21,C036,P026,2,204,0.05,387.6,293.76,93.84,Cash,Standard,5,Yes
O0442,2025-05-25,C005,P024,4,949,0.1,3416.4,2733.12,683.28,Card,Express,5,No
O0443,2025-12-31,C009,P025,5,669,0.1,3010.5,2408.4,602.1,Cash,Standard,2,No
O0444,2025-02-18,C047,P022,5,959,0,4795.0,3452.4,,UPI,Standard,6,Yes
O0445,2025-03-04,C042,P007,1,518,0.05,492.1,372.96,119.14,UPI,Express,5,Yes
O0446,2025-08-17,C076,P018,5,876,0,4380.0,3153.6,1226.4,Card,Express,1,No
O0447,2025-04-25,C038,P021,3,388,0.05,1105.8,838.08,267.72,Card,Standard,3,Yes
O0448,2025-04-25,C023,P001,5,324,0.15 ,1377.0,1166.4,210.6,UPI,Standard,6,No
O0449,2025-02-15,C075,P004,4,449,0.15 ,1526.6,1293.12,233.48,Card,Standard,7,No
O0450,2025-09-30,C043,P022,3,123,0.15 ,313.65,265.68,47.97, Card ,standard,4,No
O0451,2025-12-16,C080,P015,2,399,0.05,758.1,574.56,-31.26,Card,Express,7,Yes
O0452,2025-02-09,C067,P001,4,846,0.05,3214.8,2436.48,778.32,Cash,Standard,7,No
O0453,2025-04-14,C072,P025,3,815,0,2445.0,1760.4,684.6,Cash,Standard,1,No
O0454,2025-04-16,C054,P001,5,320,0.1,1440.0,1152.0,288.0,Cash,Standard,5,No
O0455,2025-07-01,C040,P004,1,807,0.05,766.65,581.04,185.61,Cash,Express,4,Yes
O0456,2025-08-21,C014,P011,1,928,0.05,881.6,668.16,213.44,UPI,Express,4,Yes
O0457,2025-06-22,C041,P016,2,920,0,1840.0,1324.8,515.2,Cash,Express,5,No
O0458,2025-04-18,C046,P009,1,980,0.05,931.0,705.6,225.4,Cash,Express,7,No
O0459,2025-07-16,C021,P026,4,187,0.05,710.6,538.56,172.04,Card,Standard,2,No
O0460,2025-01-15,C002,P027,1,524,0,524.0,377.28,146.72,Card,Standard,7,No
O0461,2025-06-23,C080,P018,4,546,0.05,2074.8,1572.48,502.32,Card,Standard,2,No
O0462,2025-07-15,C014,P004,5,948,0.05,4503.0,3412.8,1090.2,Card,Express,4,No
O0463,2025-02-04,C073,P024,1,932,0.15 ,792.2,671.04,121.16,Card,Express,6,Yes
O0464,2025-11-29,C061,P023,4,670,0.05,2546.0,1929.6,616.4,Card,Express,5,No
O0465,2025-02-02,C031,P026,2,55,0.15 ,93.5,79.2,14.3,Cash,Standard,6,Yes
O0466,2025-05-05,C013,P030,2,871,0,1742.0,1254.24,487.76,Card,Express,1,No
O0467,2025-05-04,C029,P025,1,619,0.15 ,526.15,445.68,80.47,UPI,Standard,2,No
O0468,2025-01-10,C062,P025,1,827,0,827.0,595.44,231.56,Card,Standard,7,Yes
O0469,2025-11-12,C066,P011,1,572,0.15 ,486.2,411.84,74.36,Card,Standard,7,Yes
O0470,2025-10-12,C011,P017,5,684,0,3420.0,2462.4,957.6,Cash,Standard,6,No
O0471,2025-08-23,C051,P022,1,623,0.05,591.85,448.56,143.29,Card,Standard,7,No
O0472,2025-04-17,C016,P023,2,737,0.15 ,1252.9,1061.28,191.62,Card,Standard,5,No
O0473,2025-12-13,C013,P003,2,920,0,1840.0,1324.8,515.2,Card,Express,3,No
O0474,2025-06-08,C038,P005,4,670,0.1,2412.0,1929.6,482.4,Card,Standard,1,Yes
O0475,2025-01-23,C015,P022,5,269,0.15 ,1143.25,968.4,174.85, Card ,Express,5,Yes
O0476,2025-02-10,C003,P027,1,783,0,783.0,563.76,219.24,Cash,Standard,7,No
O0477,2025-01-29,C024,P020,3,502,0.1,1355.4,1084.32,271.08,Cash,Standard,3,No
O0478,2025-06-28,C004,P011,4,146,0.05,554.8,420.48,134.32,UPI,Standard,6,No
O0479,2025-11-16,C042,P009,2,63,0.15 ,107.1,90.72,16.38,Cash,Standard,3,Yes
O0480,06/10/2025,C046,P030,3,51,0.05,145.35,110.16,35.19,UPI,standard,5,Yes
O0481,2025-02-23,C005,P027,3,485,0.1,1309.5,1047.6,,UPI,Standard,5,Yes
O0482,2025-08-23,C021,P007,5,104,0.05,494.0,374.4,119.6,UPI,Standard,6,Yes
O0483,2025-04-22,C037,P025,1,781,0.1,702.9,562.32,140.58,UPI,Standard,2,No
O0484,2025-11-11,C022,P023,3,821,0.15 ,2093.55,1773.36,320.19,Card,Express,3,Yes
O0485,2025-02-16,C027,P021,3,683,0.05,1946.55,1475.28,471.27,Cash,Standard,5,Yes
O0486,2025-12-22,C051,P010,1,115,0,115.0,82.8,32.2,Cash,Standard,1,No
O0487,2025-02-08,C019,P018,1,789,0.15 ,670.65,568.08,102.57,Cash,Express,7,No
O0488,2025-04-02,C013,P009,3,454,0.15 ,1157.7,980.64,177.06,Cash,Standard,4,Yes
O0489,2025-08-24,C044,P011,2,81,0.15 ,137.7,116.64,21.06,Card,Standard,7,Yes
O0490,2025-06-29,C043,P009,5,60,0.05,285.0,216.0,69.0,Card,Standard,2,No
O0491,2025-12-05,C034,P006,1,197,0.15 ,167.45,141.84,25.61,Card,Standard,4,No
O0492,2025-11-30,C012,P019,5,278,0,1390.0,1000.8,-22.31,Card,Express,7,Yes
O0493,2025-07-01,C047,P018,2,191,0.1,343.8,275.04,68.76,Cash,Express,3,No
O0494,2025-03-27,C067,P022,1,943,0.05,895.85,678.96,216.89,Card,Express,7,No
O0495,2025-01-16,C029,P021,2,957,0.05,1818.3,1378.08,440.22,UPI,Express,2,No
O0496,2025-05-15,C001,P002,1,729,0.15 ,619.65,524.88,94.77,UPI,Standard,3,Yes
O0497,2025-08-30,C057,P016,1,162,0.15 ,137.7,116.64,21.06,Cash,Express,1,No
O0498,2025-03-02,C063,P016,2,981,0.05,1863.9,1412.64,451.26,UPI,Express,1,Yes
O0499,2025-04-08,C009,P009,3,504,0.15 ,1285.2,1088.64,196.56,Card,Express,5,Yes
O0500,2025-02-06,C066,P008,4,812,0.05,3085.6,2338.56,747.04, Card ,Express,1,Yes
O0021,2025-11-23,C047,P005,1,435,0.15 ,369.75,313.2,56.55,Cash,Standard,6,Yes
O0056,2025-08-02,C008,P005,5,199,0.15 ,845.75,716.4,129.35,Card,Standard,1,Yes
